customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_contract,account_paperlessbilling,account_paymentmethod,account_charges_monthly,account_charges_total,cuentas_diarias
5055-mgmgf,No,Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.05,6914.95,3.5016666666666665
5056-fimpt,No,Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,3.533333333333333
5057-lcoui,Yes,Female,0,No,No,39,No,No phone service,Dsl,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,2011.4,1.6916666666666667
5057-rkglh,No,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,191.1,0.6783333333333333
5060-tquqn,No,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),83.55,2570.2,2.7849999999999997
5061-pbxfw,No,Female,0,Yes,Yes,32,Yes,No,Dsl,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.4,1864.65,2.0466666666666664
5062-cjjkh,No,Male,0,Yes,Yes,25,Yes,No,Dsl,No,Yes,Yes,No,No,No,One year,No,Mailed check,53.65,1355.45,1.7883333333333333
5063-iuokk,No,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,265.75,0.6583333333333333
5066-gfjmm,No,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,45.75,0.6633333333333333
5067-dgxll,No,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,36.8,0.675
5067-wjeun,No,Male,0,Yes,Yes,67,Yes,No,Dsl,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),54.2,3838.2,1.8066666666666669
5067-xjqfu,No,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,3.615
5071-fbjfs,No,Female,0,Yes,Yes,4,Yes,No,Dsl,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.3,217.1,1.6766666666666665
5073-rzgbk,No,Female,0,Yes,Yes,50,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),80.05,4042.2,2.6683333333333334
5073-wxoyn,Yes,Female,0,No,No,60,No,No phone service,Dsl,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.8,3027.4,1.6933333333333331
5074-fbghb,No,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.65,6889.8,3.4883333333333337
5075-jsdki,No,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.45,1493.1,0.815
5076-yvxcm,No,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.4,4149.45,2.7800000000000002
5077-dxtcg,Yes,Female,0,No,No,1,Yes,No,Dsl,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,45.3,1.51
5081-nwsup,No,Female,0,No,No,10,Yes,No,Dsl,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,64.9,685.55,2.1633333333333336
5084-oovcj,No,Female,0,Yes,Yes,17,Yes,No,Dsl,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.35,920.5,1.845
5087-suurx,Yes,Female,0,Yes,No,18,No,No phone service,Dsl,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.05,669.85,1.3016666666666665
5088-qzlrl,No,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.65,20.65,0.6883333333333332
5089-ifsdp,Yes,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.45,6144.55,3.6483333333333334
5090-emgtc,No,Female,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.05,6034.85,3.335
5091-hfazw,No,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,168.5,3.0383333333333336
5092-stpkp,No,Female,0,No,No,24,Yes,No,Dsl,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),56.35,1381.2,1.8783333333333334
5093-feglu,No,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.65,921.55,0.6549999999999999
5095-aeskg,Yes,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.5,242.95,3.05
5095-etbrj,No,Female,0,Yes,No,55,Yes,No,Dsl,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,56.8,3112.05,1.8933333333333333
5099-bailx,Yes,Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,3.691666666666667
5103-mhmhy,Yes,Female,0,No,Yes,1,Yes,No,Dsl,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,1.5316666666666667
5108-adxwo,Yes,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,791.75,2.45
5110-chopy,No,Female,0,No,No,60,No,No phone service,Dsl,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,53.6,3237.05,1.7866666666666666
5115-gzdel,No,Male,0,No,Yes,72,No,No phone service,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.2,4671.7,2.24
5115-sqaau,No,Female,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.6,1673.4,0.8533333333333334
5117-ifgps,No,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.3,2357.75,2.81
5117-zsmhq,No,Female,0,Yes,Yes,71,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),89.9,6342.7,2.996666666666667
5118-mueyh,No,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,5083.55,3.503333333333333
5119-kepfy,No,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.0,3440.25,3.1666666666666665
5119-nzptv,No,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,141.65,2.3366666666666664
5120-zblai,No,Female,0,Yes,No,50,Yes,Yes,Dsl,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),75.7,3876.2,2.5233333333333334
5122-cyfxa,No,Female,0,No,No,3,Yes,No,Dsl,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,2.51
5124-eogye,No,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,638.55,0.6816666666666666
5125-cndsp,No,Male,0,No,Yes,63,No,No phone service,Dsl,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.6,2588.95,1.3533333333333333
5126-rcxyw,No,Male,0,Yes,Yes,54,No,No phone service,Dsl,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),46.0,2424.05,1.5333333333333334
5127-bzenz,No,Female,0,Yes,Yes,56,Yes,Yes,Dsl,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.2,3512.15,2.1733333333333333
5129-hhmzc,No,Female,0,Yes,No,43,Yes,Yes,Dsl,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,3574.5,2.881666666666667
5129-jlpis,No,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,3.5166666666666666
5130-iekqt,Yes,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,105.95,2655.25,3.5316666666666667
5130-ypirv,No,Female,0,Yes,No,62,Yes,No,Dsl,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),72.0,4284.2,2.4
5131-ponji,No,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,4494.65,3.0133333333333336
5133-powua,No,Male,0,No,No,1,Yes,No,Dsl,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,1.5266666666666666
5133-vrsab,No,Male,0,No,No,8,No,No phone service,Dsl,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.35,216.45,0.9783333333333334
5134-ikday,Yes,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,2.3266666666666667
5135-grqjv,No,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,114.5,8331.95,3.816666666666667
5135-rddql,No,Female,0,Yes,Yes,63,Yes,No,Dsl,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.65,3221.25,1.6883333333333332
5136-gfpmb,No,Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,4869.5,2.98
5136-kckgi,Yes,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,103.7,3467.0,3.4566666666666666
5136-rgmzo,No,Male,0,No,No,31,Yes,Yes,Dsl,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.05,2168.15,2.368333333333333
5138-wvkyj,Yes,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.55,1008.55,3.2849999999999997
5140-fomcq,No,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.15,6557.75,3.6383333333333336
5141-zuvbh,No,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),93.0,870.25,3.1
5143-egqfk,Yes,Female,1,No,No,10,No,No phone service,Dsl,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.65,291.4,0.9883333333333333
5143-wmwog,Yes,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.95,19.95,0.6649999999999999
5144-pqcdz,No,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,59.25,0.6649999999999999
5144-tvglp,No,Male,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.75,3653.0,3.158333333333333
5146-cbvoe,No,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,2.503333333333333
5146-yyfrz,No,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1311.75,0.6649999999999999
5148-hkfir,No,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,406.95,0.6566666666666666
5148-orict,No,Female,0,Yes,No,64,Yes,No,Dsl,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,2.478333333333333
5149-cuzuj,No,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.9,2768.35,3.0966666666666667
5149-qyttu,No,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),95.15,6770.85,3.171666666666667
5149-tgwdz,No,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,104.55,2239.4,3.485
5150-itwwb,No,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,3.1616666666666666
5150-ljnsr,No,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.05,3082.1,3.268333333333333
5151-hqrdg,No,Male,0,Yes,No,37,Yes,Yes,Dsl,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.05,2030.75,1.835
5153-lxkdt,No,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.2,7467.5,3.6733333333333333
5153-rthkf,No,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.35,2896.6,2.8449999999999998
5154-vekbl,Yes,Female,0,No,No,9,No,No phone service,Dsl,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,58.5,539.85,1.95
5155-azqpb,No,Female,0,Yes,Yes,28,Yes,Yes,Dsl,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.9,1410.25,1.6633333333333333
5156-umkow,No,Female,0,No,Yes,3,No,No phone service,Dsl,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.65,90.05,0.9883333333333333
5158-rivop,No,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.9,202.3,0.6966666666666667
5159-yfpkq,Yes,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.8,160.75,2.5266666666666664
5160-uxjed,No,Male,0,No,Yes,17,Yes,No,Dsl,No,No,No,No,No,No,One year,No,Mailed check,44.6,681.4,1.4866666666666668
5161-ubzxi,No,Male,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),106.35,7261.75,3.545
5161-xeuvx,No,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,94.3,3460.95,3.143333333333333
5167-gbfre,Yes,Male,1,No,No,4,No,No phone service,Dsl,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.2,102.5,0.84
5167-zffmm,Yes,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,3.0283333333333333
5168-mqqca,No,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.5,8003.8,3.6166666666666667
5168-mswxt,No,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,759.55,3.158333333333333
5170-ptrka,No,Female,0,Yes,Yes,49,No,No phone service,Dsl,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.8,1782.0,1.1933333333333331
5171-eplkn,No,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,470.0,0.6616666666666667
5172-migpm,No,Male,0,No,No,4,Yes,Yes,Dsl,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.55,237.2,2.185
5172-rkocb,No,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.95,7875.0,3.631666666666667
5173-wxoqv,No,Male,0,Yes,No,2,Yes,No,Dsl,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.2,143.65,2.14
5173-zxxxl,No,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,47.7,0.6649999999999999
5174-itumv,No,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.4,6989.45,3.5133333333333336
5174-rngbh,Yes,Female,0,No,No,9,Yes,No,Dsl,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,66.25,620.55,2.2083333333333335
5175-aobhi,Yes,Female,0,No,No,4,Yes,No,Dsl,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.0,193.6,1.5333333333333334
5175-wlyxl,No,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,2.628333333333333
5176-ldkuh,No,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,75.15,3772.65,2.5050000000000003
5176-lmjxe,No,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.55,945.7,0.685
5176-olskt,No,Female,0,Yes,No,66,Yes,Yes,Dsl,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),66.9,4370.25,2.23
5177-rvznu,No,Female,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.3,755.4,0.6766666666666666
5178-lmxop,Yes,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,3.17
5180-uciiq,Yes,Male,1,Yes,Yes,22,No,No phone service,Dsl,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.05,880.2,1.335
5181-oabfk,No,Female,0,Yes,Yes,56,Yes,No,Dsl,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),61.3,3346.8,2.0433333333333334
5183-klyem,No,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.75,8192.6,3.7583333333333333
5183-snmjq,No,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.1,865.1,3.17
5186-ejegl,No,Male,0,No,No,9,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.5,653.25,2.316666666666667
5186-peizu,No,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,617.65,0.6416666666666667
5186-samnz,Yes,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,2.316666666666667
5188-hgmlp,No,Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.0,3919.15,2.466666666666667
5192-ebgov,Yes,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,2.856666666666667
5193-qlvzb,No,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,6536.5,3.4916666666666667
5195-kpunq,No,Female,1,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,96.75,5206.55,3.225
5196-sgoak,Yes,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,2.5233333333333334
5196-wpyow,No,Male,0,Yes,Yes,67,Yes,No,Dsl,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,60.05,3994.05,2.0016666666666665
5197-lqxxh,No,Female,0,Yes,No,71,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,2.7766666666666664
5197-pyepu,No,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.45,3923.8,3.1483333333333334
5197-ypybz,No,Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,274.7,0.8416666666666667
5198-efnbm,No,Male,1,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.65,5199.8,3.021666666666667
5198-hqaen,No,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.7,3165.6,2.99
5199-fpusp,No,Male,0,No,Yes,33,No,No phone service,Dsl,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),34.05,1113.95,1.135
5201-cbwyg,No,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.8,1476.25,0.8266666666666667
5201-frkks,No,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.3,1952.25,2.4766666666666666
5201-ussqz,No,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,2196.45,2.8633333333333337
5202-ivjnu,Yes,Female,0,No,Yes,39,No,No phone service,Dsl,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),30.1,1131.3,1.0033333333333334
5203-xehax,No,Female,0,No,No,34,Yes,No,Dsl,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,64.35,2053.05,2.145
5204-hmgyf,No,Female,0,Yes,Yes,49,Yes,No,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,2.9066666666666667
5204-qzxpu,Yes,Male,0,No,No,19,No,No phone service,Dsl,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.65,733.35,1.3216666666666665
5206-hpjkm,No,Male,0,No,No,17,Yes,No,Dsl,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,934.15,1.85
5206-xzzqi,No,Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,4348.1,2.6866666666666665
5207-plstk,No,Male,0,Yes,Yes,1,Yes,No,Dsl,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.75,48.75,1.625
5208-fvqkb,No,Male,0,Yes,No,70,Yes,No,Dsl,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.95,4664.15,2.265
5208-hfsbt,Yes,Female,0,No,No,2,Yes,No,Dsl,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.05,102.75,1.835
5213-twwju,No,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.0,2626.15,3.033333333333333
5214-chiwj,No,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,595.05,0.6766666666666666
5214-nltit,No,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),90.8,6511.8,3.0266666666666664
5215-lnldj,No,Female,0,Yes,Yes,7,No,No phone service,Dsl,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,149.05,0.8233333333333334
